id,name,customer_id,email,currency,taxes_included,total_price,subtotal_price,total_discounts,total_line_items_price,total_tax,total_shipping_price_set_shop_money_amount,total_weight,financial_status,fulfillment_status,created_at,processed_at,updated_at,cancelled_at,cancel_reason,confirmed,test,buyer_accepts_marketing,source_name,referring_site,landing_site,shipping_address_country,shipping_address_country_code,shipping_address_city,customer_locale,presentment_currency,order_number,_weld_synced
511031,#VIT11031,103222,customer_89fa665dd3@protonmail.com,GBP,True,105.97,105.97,0.0,105.97,17.66,0,300,paid,fulfilled,2024-11-27T21:47:30,2024-11-27T21:47:30,2024-11-27T22:14:30,,,True,False,False,web,https://www.facebook.com/,/products/collagen,United Kingdom,GB,Newcastle,en,GBP,12031,2024-11-27T21:47:30
511032,#VIT11032,103510,customer_bd4a94c23f@mail.com,GBP,True,28.98,24.99,0.0,24.99,4.16,3.99,150,paid,fulfilled,2024-11-27T09:23:25,2024-11-27T09:23:25,2024-11-27T09:37:25,,,True,False,False,web,https://www.tiktok.com/,/products/cbd-gummies,United Kingdom,GB,Brighton,en,GBP,12032,2024-11-27T09:23:25
511033,#VIT11033,103535,customer_2d29d1f03e@hotmail.com,GBP,True,68.97,64.98,0.0,64.98,10.83,3.99,560,paid,fulfilled,2024-11-27T09:52:46,2024-11-27T09:52:46,2024-11-27T10:05:46,,,True,False,True,web,,/products/sleep-support,United Kingdom,GB,Sheffield,en,GBP,12033,2024-11-27T09:52:46
511034,#VIT11034,103541,customer_d9940b16b7@yahoo.co.uk,GBP,True,84.98,84.98,0.0,84.98,14.16,0,200,paid,fulfilled,2024-11-27T06:45:18,2024-11-27T06:45:18,2024-11-27T06:52:18,,,True,False,True,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Brighton,en,GBP,12034,2024-11-27T06:45:18
511035,#VIT11035,103785,customer_817cf94bc8@outlook.com,GBP,True,16.99,16.99,0.0,16.99,2.83,0,60,paid,fulfilled,2024-11-27T13:18:56,2024-11-27T13:18:56,2024-11-27T13:38:56,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-10,United Kingdom,GB,Newcastle,en,GBP,12035,2024-11-27T13:18:56
511036,#VIT11036,103853,customer_1edbcb9023@mail.com,GBP,True,41.98,41.98,0.0,41.98,7.0,0,250,paid,fulfilled,2024-11-27T08:21:45,2024-11-27T08:21:45,2024-11-27T08:31:45,,,True,False,True,web,https://www.youtube.com/,/products/collagen,United Kingdom,GB,Sheffield,en,GBP,12036,2024-11-27T08:21:45
511037,#VIT11037,103854,customer_dc14821cf2@yahoo.co.uk,GBP,True,54.98,49.99,0.0,49.99,8.33,4.99,50,paid,fulfilled,2024-11-27T09:32:54,2024-11-27T09:32:54,2024-11-27T09:58:54,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-10,United Kingdom,GB,Manchester,en,GBP,12037,2024-11-27T09:32:54
511038,#VIT11038,103981,customer_a23e104a0e@protonmail.com,GBP,True,53.98,53.98,0.0,53.98,9.0,0,350,paid,fulfilled,2024-11-27T16:23:34,2024-11-27T16:23:34,2024-11-27T16:51:34,,,True,False,False,web,https://www.google.com/,/products/cbd-gummies,United Kingdom,GB,Cardiff,en,GBP,12038,2024-11-27T16:23:34
511039,#VIT11039,104056,customer_74f1471b3a@outlook.com,GBP,True,22.98,18.99,0.0,18.99,3.16,3.99,80,paid,fulfilled,2024-11-27T13:08:36,2024-11-27T13:08:36,2024-11-27T13:37:36,,,True,False,True,web,https://www.google.com/,/products/cbd-gummies,United Kingdom,GB,Edinburgh,en,GBP,12039,2024-11-27T13:08:36
511040,#VIT11040,104113,customer_12ac68df69@outlook.com,GBP,True,12.99,12.99,0.0,12.99,2.17,0,60,paid,fulfilled,2024-11-27T07:00:37,2024-11-27T07:00:37,2024-11-27T07:16:37,,,True,False,False,web,,/products/ashwagandha,United Kingdom,GB,Brighton,en,GBP,12040,2024-11-27T07:00:37
511041,#VIT11041,104204,customer_776ca72a6b@yahoo.co.uk,GBP,True,39.99,39.99,10.0,49.99,6.67,0,50,paid,fulfilled,2024-11-27T16:00:00,2024-11-27T16:00:00,2024-11-27T16:17:00,,,True,False,True,web,,/products/collagen,United Kingdom,GB,Sheffield,en,GBP,12041,2024-11-27T16:00:00
511042,#VIT11042,104698,customer_2c592c41a3@outlook.com,GBP,True,9.99,9.99,0.0,9.99,1.67,0,60,paid,fulfilled,2024-11-27T09:39:52,2024-11-27T09:39:52,2024-11-27T09:45:52,,,True,False,True,web,,/products/ashwagandha,United Kingdom,GB,Cardiff,en,GBP,12042,2024-11-27T09:39:52
511043,#VIT11043,104942,customer_904a3a35c3@mail.com,GBP,True,39.98,34.99,0.0,34.99,5.83,4.99,150,paid,fulfilled,2024-11-27T13:17:06,2024-11-27T13:17:06,2024-11-27T13:40:06,,,True,False,False,web,https://www.facebook.com/,/products/vitamin-d3,United Kingdom,GB,Bristol,en,GBP,12043,2024-11-27T13:17:06
511044,#VIT11044,104990,customer_3d8f17231a@mail.com,GBP,True,38.97,33.98,0.0,33.98,5.66,4.99,160,paid,fulfilled,2024-11-27T16:51:10,2024-11-27T16:51:10,2024-11-27T17:16:10,,,True,False,True,web,https://www.facebook.com/,/products/cbd-oil-20,United Kingdom,GB,Newcastle,en,GBP,12044,2024-11-27T16:51:10
511045,#VIT11045,105099,customer_b2f212ba89@gmail.com,GBP,True,54.98,49.99,0.0,49.99,8.33,4.99,50,refunded,,2024-11-27T09:49:39,2024-11-27T09:49:39,2024-11-27T10:02:39,2024-11-28T08:49:39,fraud,True,False,False,web,https://www.google.com/,/products/ashwagandha,United Kingdom,GB,London,en,GBP,12045,2024-11-27T09:49:39
511046,#VIT11046,105110,customer_ea83b8c6f6@outlook.com,GBP,True,42.97,38.98,0.0,38.98,6.5,3.99,350,paid,fulfilled,2024-11-27T06:36:27,2024-11-27T06:36:27,2024-11-27T06:46:27,,,True,False,True,web,,/products/sleep-support,United Kingdom,GB,Sheffield,en,GBP,12046,2024-11-27T06:36:27
511047,#VIT11047,105130,customer_58b93756dd@hotmail.com,GBP,True,97.98,97.98,0.0,97.98,16.33,0,300,paid,fulfilled,2024-11-27T13:15:53,2024-11-27T13:15:53,2024-11-27T13:31:53,,,True,False,False,web,https://www.google.com/,/products/vitamin-d3,United Kingdom,GB,Edinburgh,en,GBP,12047,2024-11-27T13:15:53
511048,#VIT11048,105137,customer_6b5aa781ce@mail.com,GBP,True,69.99,69.99,0.0,69.99,11.66,0,120,paid,fulfilled,2024-11-27T11:32:54,2024-11-27T11:32:54,2024-11-27T11:53:54,,,True,False,False,web,https://www.tiktok.com/,/products/ashwagandha,United Kingdom,GB,Birmingham,en,GBP,12048,2024-11-27T11:32:54
511049,#VIT11049,105210,customer_d7f4bb859d@mail.com,GBP,True,22.99,22.99,0.0,22.99,3.83,0,130,paid,fulfilled,2024-11-27T22:47:56,2024-11-27T22:47:56,2024-11-27T22:59:56,,,True,False,False,web,,/products/ashwagandha,United Kingdom,GB,Oxford,en,GBP,12049,2024-11-27T22:47:56
511050,#VIT11050,105481,customer_13b1c6770c@mail.com,GBP,True,42.49,42.49,7.5,49.99,7.08,0,50,paid,fulfilled,2024-11-27T19:19:08,2024-11-27T19:19:08,2024-11-27T19:29:08,,,True,False,True,web,,/products/collagen,United Kingdom,GB,Glasgow,en,GBP,12050,2024-11-27T19:19:08
511051,#VIT11051,105539,customer_726b230eb4@protonmail.com,GBP,True,39.98,39.98,0.0,39.98,6.66,0,190,paid,fulfilled,2024-11-27T08:41:42,2024-11-27T08:41:42,2024-11-27T08:46:42,,,True,False,False,web,https://www.google.com/,/products/ashwagandha,United Kingdom,GB,Glasgow,en,GBP,12051,2024-11-27T08:41:42
511052,#VIT11052,105722,customer_f92a54ffe4@icloud.com,GBP,True,16.73,12.74,2.25,14.99,2.12,3.99,80,paid,fulfilled,2024-11-27T14:13:35,2024-11-27T14:13:35,2024-11-27T14:15:35,,,True,False,False,web,https://www.youtube.com/,/products/cbd-oil-10,United Kingdom,GB,Edinburgh,en,GBP,12052,2024-11-27T14:13:35
511053,#VIT11053,106414,customer_088335a5b0@gmail.com,GBP,True,44.98,44.98,0.0,44.98,7.5,0,130,paid,fulfilled,2024-11-27T22:01:53,2024-11-27T22:01:53,2024-11-27T22:08:53,,,True,False,False,web,,/products/cbd-gummies,United Kingdom,GB,Nottingham,en,GBP,12053,2024-11-27T22:01:53
511054,#VIT11054,106570,customer_39fc554c46@gmail.com,GBP,True,61.97,57.98,0.0,57.98,9.66,3.99,280,paid,fulfilled,2024-11-27T21:05:35,2024-11-27T21:05:35,2024-11-27T21:23:35,,,True,False,False,web,https://www.facebook.com/,/products/sleep-support,United Kingdom,GB,London,en,GBP,12054,2024-11-27T21:05:35
511055,#VIT11055,106896,customer_0d30ac741c@protonmail.com,GBP,True,114.98,109.99,0.0,109.99,18.33,4.99,120,paid,fulfilled,2024-11-27T14:00:15,2024-11-27T14:00:15,2024-11-27T14:26:15,,,True,False,False,web,https://www.google.com/,/products/vitamin-d3,United Kingdom,GB,Manchester,en,GBP,12055,2024-11-27T14:00:15
511056,#VIT11056,107141,customer_7192b5b022@icloud.com,GBP,True,97.97,92.98,0.0,92.98,15.5,4.99,180,refunded,,2024-11-27T15:07:26,2024-11-27T15:07:26,2024-11-27T15:16:26,2024-11-28T02:07:26,other,True,False,True,web,https://www.tiktok.com/,/products/sleep-support,United Kingdom,GB,Bristol,en,GBP,12056,2024-11-27T15:07:26
511057,#VIT11057,107166,customer_c4e3a22daf@outlook.com,GBP,True,109.99,109.99,0.0,109.99,18.33,0,120,paid,fulfilled,2024-11-27T13:19:38,2024-11-27T13:19:38,2024-11-27T13:49:38,,,True,False,False,web,https://www.facebook.com/,/products/cbd-gummies,United Kingdom,GB,Bristol,en,GBP,12057,2024-11-27T13:19:38
511058,#VIT11058,107221,customer_627a95037c@gmail.com,GBP,True,98.56,93.57,23.4,116.97,15.59,4.99,230,paid,fulfilled,2024-11-27T23:39:17,2024-11-27T23:39:17,2024-11-28T00:09:17,,,True,False,False,web,https://www.google.com/,/products/collagen,United Kingdom,GB,London,en,GBP,12058,2024-11-27T23:39:17
511059,#VIT11059,107664,customer_be3a7e8ce6@outlook.com,GBP,True,46.98,46.98,0.0,46.98,7.83,0,160,paid,fulfilled,2024-11-27T10:24:48,2024-11-27T10:24:48,2024-11-27T10:27:48,,,True,False,False,web,https://www.facebook.com/,/products/cbd-gummies,United Kingdom,GB,Liverpool,en,GBP,12059,2024-11-27T10:24:48
511060,#VIT11060,109091,customer_7d9fcde563@gmail.com,GBP,True,40.67,35.68,6.3,41.98,5.95,4.99,210,paid,fulfilled,2024-11-28T17:00:17,2024-11-28T17:00:17,2024-11-28T17:17:17,,,True,False,True,web,https://www.google.com/,/products/sleep-support,United Kingdom,GB,Cambridge,en,GBP,12060,2024-11-28T17:00:17
511061,#VIT11061,109092,customer_2ee1d728b8@outlook.com,GBP,True,69.98,69.98,0.0,69.98,11.66,0,330,paid,fulfilled,2024-11-28T09:24:09,2024-11-28T09:24:09,2024-11-28T09:44:09,,,True,False,True,web,https://www.youtube.com/,/products/sleep-support,United Kingdom,GB,Manchester,en,GBP,12061,2024-11-28T09:24:09
511062,#VIT11062,109093,customer_2cc064dec7@icloud.com,GBP,True,26.98,26.98,0.0,26.98,4.5,0,160,paid,fulfilled,2024-11-28T08:22:07,2024-11-28T08:22:07,2024-11-28T08:48:07,,,True,False,True,web,https://www.google.com/,/products/ashwagandha,United Kingdom,GB,Oxford,en,GBP,12062,2024-11-28T08:22:07
511063,#VIT11063,109094,customer_ca9c5b7936@icloud.com,GBP,True,74.98,69.99,0.0,69.99,11.66,4.99,120,paid,fulfilled,2024-11-28T18:50:48,2024-11-28T18:50:48,2024-11-28T19:19:48,,,True,False,True,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Oxford,en,GBP,12063,2024-11-28T18:50:48
511064,#VIT11064,109095,customer_32191806e5@protonmail.com,GBP,True,16.98,12.99,0.0,12.99,2.17,3.99,60,paid,fulfilled,2024-11-28T16:54:48,2024-11-28T16:54:48,2024-11-28T17:18:48,,,True,False,False,web,https://www.facebook.com/,/products/cbd-oil-20,United Kingdom,GB,Cardiff,en,GBP,12064,2024-11-28T16:54:48
511065,#VIT11065,109096,customer_c354ec00a8@yahoo.co.uk,GBP,True,38.98,34.99,0.0,34.99,5.83,3.99,150,paid,fulfilled,2024-11-28T23:07:54,2024-11-28T23:07:54,2024-11-28T23:21:54,,,True,False,False,web,https://www.facebook.com/,/products/cbd-gummies,United Kingdom,GB,Edinburgh,en,GBP,12065,2024-11-28T23:07:54
511066,#VIT11066,109097,customer_fa99fa6ac2@protonmail.com,GBP,True,72.97,72.97,0.0,72.97,12.16,0,480,paid,fulfilled,2024-11-28T07:28:29,2024-11-28T07:28:29,2024-11-28T07:45:29,,,True,False,True,web,https://www.instagram.com/,/products/vitamin-d3,United Kingdom,GB,Leeds,en,GBP,12066,2024-11-28T07:28:29
511067,#VIT11067,109098,customer_86444b28aa@outlook.com,GBP,True,39.99,39.99,0.0,39.99,6.67,0,280,paid,fulfilled,2024-11-28T07:56:31,2024-11-28T07:56:31,2024-11-28T08:20:31,,,True,False,True,web,https://www.facebook.com/,/products/cbd-gummies,United Kingdom,GB,Sheffield,en,GBP,12067,2024-11-28T07:56:31
511068,#VIT11068,109099,customer_66fac36e0f@hotmail.com,GBP,True,69.97,69.97,0.0,69.97,11.66,0,490,paid,fulfilled,2024-11-28T15:24:51,2024-11-28T15:24:51,2024-11-28T15:36:51,,,True,False,True,web,https://www.google.com/,/products/vitamin-d3,United Kingdom,GB,Brighton,en,GBP,12068,2024-11-28T15:24:51
511069,#VIT11069,109100,customer_c31f649f6d@mail.com,GBP,True,113.98,109.99,0.0,109.99,18.33,3.99,120,paid,fulfilled,2024-11-28T20:23:59,2024-11-28T20:23:59,2024-11-28T20:29:59,,,True,False,False,web,direct,/products/cbd-oil-10,United Kingdom,GB,Nottingham,en,GBP,12069,2024-11-28T20:23:59
511070,#VIT11070,109101,customer_1e4fa1cccf@hotmail.com,GBP,True,21.24,21.24,3.75,24.99,3.54,0,150,paid,fulfilled,2024-11-28T23:32:06,2024-11-28T23:32:06,2024-11-28T23:57:06,,,True,False,False,web,direct,/products/ashwagandha,United Kingdom,GB,Brighton,en,GBP,12070,2024-11-28T23:32:06
511071,#VIT11071,109102,customer_91ef630138@protonmail.com,GBP,True,89.98,89.98,0.0,89.98,15.0,0,330,paid,fulfilled,2024-11-28T12:13:43,2024-11-28T12:13:43,2024-11-28T12:38:43,,,True,False,True,web,https://www.google.com/,/products/cbd-gummies,United Kingdom,GB,Edinburgh,en,GBP,12071,2024-11-28T12:13:43
511072,#VIT11072,109103,customer_c8be1ead33@gmail.com,GBP,True,79.98,79.98,0.0,79.98,13.33,0,100,paid,fulfilled,2024-11-28T13:22:40,2024-11-28T13:22:40,2024-11-28T13:28:40,,,True,False,True,web,https://www.google.com/,/products/collagen,United Kingdom,GB,London,en,GBP,12072,2024-11-28T13:22:40
511073,#VIT11073,109104,customer_589622fb39@mail.com,GBP,True,24.99,24.99,0.0,24.99,4.16,0,280,paid,fulfilled,2024-11-28T19:01:30,2024-11-28T19:01:30,2024-11-28T19:14:30,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Manchester,en,GBP,12073,2024-11-28T19:01:30
511074,#VIT11074,109105,customer_5d2921ac6f@outlook.com,GBP,True,49.97,44.98,0.0,44.98,7.5,4.99,130,paid,fulfilled,2024-11-28T18:34:42,2024-11-28T18:34:42,2024-11-28T18:46:42,,,True,False,True,web,https://www.tiktok.com/,/products/cbd-oil-20,United Kingdom,GB,Cardiff,en,GBP,12074,2024-11-28T18:34:42
511075,#VIT11075,109106,customer_02833fb819@outlook.com,GBP,True,37.98,37.98,0.0,37.98,6.33,0,210,paid,fulfilled,2024-11-28T20:53:01,2024-11-28T20:53:01,2024-11-28T21:04:01,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Manchester,en,GBP,12075,2024-11-28T20:53:01
511076,#VIT11076,109107,customer_10d204da13@hotmail.com,GBP,True,82.49,82.49,27.5,109.99,13.75,0,120,paid,fulfilled,2024-11-28T12:06:00,2024-11-28T12:06:00,2024-11-28T12:18:00,,,True,False,False,web,https://www.facebook.com/,/products/cbd-gummies,United Kingdom,GB,Edinburgh,en,GBP,12076,2024-11-28T12:06:00
511077,#VIT11077,109108,customer_451ee8eba7@protonmail.com,GBP,True,109.99,109.99,0.0,109.99,18.33,0,120,paid,fulfilled,2024-11-28T17:34:41,2024-11-28T17:34:41,2024-11-28T17:47:41,,,True,False,False,web,,/products/sleep-support,United Kingdom,GB,Brighton,en,GBP,12077,2024-11-28T17:34:41
511078,#VIT11078,109109,customer_07d22fa4c3@protonmail.com,GBP,True,69.99,69.99,0.0,69.99,11.66,0,120,paid,fulfilled,2024-11-28T14:17:48,2024-11-28T14:17:48,2024-11-28T14:31:48,,,True,False,True,web,https://www.facebook.com/,/products/ashwagandha,United Kingdom,GB,Glasgow,en,GBP,12078,2024-11-28T14:17:48
511079,#VIT11079,109110,customer_e5916e2114@outlook.com,GBP,True,58.97,54.98,0.0,54.98,9.16,3.99,170,paid,fulfilled,2024-11-28T23:54:46,2024-11-28T23:54:46,2024-11-29T00:19:46,,,True,False,False,web,https://www.facebook.com/,/products/collagen,United Kingdom,GB,Cambridge,en,GBP,12079,2024-11-28T23:54:46
511080,#VIT11080,109111,customer_15b349e000@hotmail.com,GBP,True,22.99,22.99,0.0,22.99,3.83,0,130,paid,fulfilled,2024-11-28T11:41:07,2024-11-28T11:41:07,2024-11-28T11:53:07,,,True,False,True,web,https://www.facebook.com/,/products/ashwagandha,United Kingdom,GB,Manchester,en,GBP,12080,2024-11-28T11:41:07
511081,#VIT11081,109112,customer_3112a56fd5@outlook.com,GBP,True,134.98,134.98,0.0,134.98,22.5,0,270,paid,fulfilled,2024-11-28T22:17:48,2024-11-28T22:17:48,2024-11-28T22:19:48,,,True,False,True,web,,/products/collagen,United Kingdom,GB,Nottingham,en,GBP,12081,2024-11-28T22:17:48
511082,#VIT11082,109113,customer_614dd68d39@gmail.com,GBP,True,53.98,49.99,0.0,49.99,8.33,3.99,50,paid,fulfilled,2024-11-28T11:00:21,2024-11-28T11:00:21,2024-11-28T11:01:21,,,True,False,True,web,https://www.tiktok.com/,/products/sleep-support,United Kingdom,GB,Edinburgh,en,GBP,12082,2024-11-28T11:00:21
511083,#VIT11083,109114,customer_4c4e9d5d54@icloud.com,GBP,True,34.98,29.99,0.0,29.99,5.0,4.99,50,paid,fulfilled,2024-11-28T12:24:38,2024-11-28T12:24:38,2024-11-28T12:50:38,,,True,False,False,web,https://www.tiktok.com/,/products/cbd-gummies,United Kingdom,GB,Liverpool,en,GBP,12083,2024-11-28T12:24:38
511084,#VIT11084,109115,customer_eda54c73ac@protonmail.com,GBP,True,44.98,39.99,0.0,39.99,6.67,4.99,280,paid,fulfilled,2024-11-28T10:48:23,2024-11-28T10:48:23,2024-11-28T10:55:23,,,True,False,False,web,,/products/cbd-oil-10,United Kingdom,GB,Leeds,en,GBP,12084,2024-11-28T10:48:23
511085,#VIT11085,109116,customer_071d1bbc0a@icloud.com,GBP,True,64.97,59.98,0.0,59.98,10.0,4.99,100,paid,fulfilled,2024-11-28T18:33:09,2024-11-28T18:33:09,2024-11-28T18:49:09,,,True,False,False,web,https://www.facebook.com/,/products/collagen,United Kingdom,GB,Leeds,en,GBP,12085,2024-11-28T18:33:09
511086,#VIT11086,109117,customer_f5233a9a31@gmail.com,GBP,True,219.97,219.97,0.0,219.97,36.66,0,520,paid,fulfilled,2024-11-28T09:30:02,2024-11-28T09:30:02,2024-11-28T09:38:02,,,True,False,True,web,https://www.facebook.com/,/products/cbd-oil-20,United Kingdom,GB,Sheffield,en,GBP,12086,2024-11-28T09:30:02
511087,#VIT11087,109118,customer_7cb5eaeb0e@yahoo.co.uk,GBP,True,64.97,59.98,0.0,59.98,10.0,4.99,110,paid,fulfilled,2024-11-28T14:06:48,2024-11-28T14:06:48,2024-11-28T14:13:48,,,True,False,False,web,https://www.instagram.com/,/products/ashwagandha,United Kingdom,GB,London,en,GBP,12087,2024-11-28T14:06:48
511088,#VIT11088,109119,customer_fa124c8b9b@icloud.com,GBP,True,139.98,139.98,0.0,139.98,23.33,0,170,paid,fulfilled,2024-11-28T15:41:21,2024-11-28T15:41:21,2024-11-28T15:58:21,,,True,False,False,web,,/products/cbd-gummies,United Kingdom,GB,Nottingham,en,GBP,12088,2024-11-28T15:41:21
511089,#VIT11089,109120,customer_f66c1a87a8@protonmail.com,GBP,True,74.97,69.98,0.0,69.98,11.66,4.99,330,paid,fulfilled,2024-11-28T08:01:22,2024-11-28T08:01:22,2024-11-28T08:13:22,,,True,False,False,web,https://www.youtube.com/,/products/vitamin-d3,United Kingdom,GB,Newcastle,en,GBP,12089,2024-11-28T08:01:22
511090,#VIT11090,109121,customer_0f3ea14f34@protonmail.com,GBP,True,124.18,124.18,13.8,137.98,20.7,0,300,paid,fulfilled,2024-11-28T12:06:31,2024-11-28T12:06:31,2024-11-28T12:34:31,,,True,False,False,web,,/products/collagen,United Kingdom,GB,Manchester,en,GBP,12090,2024-11-28T12:06:31
511091,#VIT11091,109122,customer_493acf066f@outlook.com,GBP,True,32.98,32.98,0.0,32.98,5.5,0,150,refunded,,2024-11-28T19:27:24,2024-11-28T19:27:24,2024-11-28T19:30:24,2024-11-30T01:27:24,customer,True,False,False,web,https://www.google.com/,/products/collagen,United Kingdom,GB,Glasgow,en,GBP,12091,2024-11-28T19:27:24
511092,#VIT11092,109123,customer_c04b00bd41@icloud.com,GBP,True,16.99,16.99,0.0,16.99,2.83,0,60,paid,fulfilled,2024-11-28T11:25:19,2024-11-28T11:25:19,2024-11-28T11:35:19,,,True,False,True,web,https://www.tiktok.com/,/products/vitamin-d3,United Kingdom,GB,Cardiff,en,GBP,12092,2024-11-28T11:25:19
511093,#VIT11093,109124,customer_5bc707a696@gmail.com,GBP,True,26.99,26.99,0.0,26.99,4.5,0,280,paid,fulfilled,2024-11-28T12:28:09,2024-11-28T12:28:09,2024-11-28T12:34:09,,,True,False,False,web,https://www.google.com/,/products/cbd-gummies,United Kingdom,GB,Brighton,en,GBP,12093,2024-11-28T12:28:09
511094,#VIT11094,109125,customer_c0d6540c37@mail.com,GBP,True,21.98,16.99,0.0,16.99,2.83,4.99,110,paid,fulfilled,2024-11-28T13:56:19,2024-11-28T13:56:19,2024-11-28T14:16:19,,,True,False,True,web,,/products/sleep-support,United Kingdom,GB,Cardiff,en,GBP,12094,2024-11-28T13:56:19
511095,#VIT11095,109126,customer_b2c288891b@gmail.com,GBP,True,56.98,56.98,0.0,56.98,9.5,0,340,paid,fulfilled,2024-11-28T11:42:50,2024-11-28T11:42:50,2024-11-28T12:09:50,,,True,False,False,web,https://www.google.com/,/products/ashwagandha,United Kingdom,GB,Manchester,en,GBP,12095,2024-11-28T11:42:50
511096,#VIT11096,109127,customer_b7b165ece1@hotmail.com,GBP,True,27.99,27.99,0.0,27.99,4.66,0,180,paid,fulfilled,2024-11-28T13:16:00,2024-11-28T13:16:00,2024-11-28T13:41:00,,,True,False,False,web,,/products/vitamin-d3,United Kingdom,GB,Oxford,en,GBP,12096,2024-11-28T13:16:00
511097,#VIT11097,109128,customer_ef3cd4e707@hotmail.com,GBP,True,27.98,22.99,0.0,22.99,3.83,4.99,60,paid,fulfilled,2024-11-28T07:37:14,2024-11-28T07:37:14,2024-11-28T07:55:14,,,True,False,False,web,https://www.tiktok.com/,/products/cbd-oil-20,United Kingdom,GB,Birmingham,en,GBP,12097,2024-11-28T07:37:14
511098,#VIT11098,109129,customer_91361006ec@gmail.com,GBP,True,51.22,47.23,15.75,62.98,7.87,3.99,110,paid,fulfilled,2024-11-28T20:09:28,2024-11-28T20:09:28,2024-11-28T20:22:28,,,True,False,False,web,,/products/ashwagandha,United Kingdom,GB,Newcastle,en,GBP,12098,2024-11-28T20:09:28
511099,#VIT11099,109130,customer_cd3a03fce5@outlook.com,GBP,True,74.98,69.99,0.0,69.99,11.66,4.99,120,paid,fulfilled,2024-11-28T09:45:58,2024-11-28T09:45:58,2024-11-28T10:15:58,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-20,United Kingdom,GB,Cambridge,en,GBP,12099,2024-11-28T09:45:58
511100,#VIT11100,109131,customer_df5c953ab3@yahoo.co.uk,GBP,True,17.98,12.99,0.0,12.99,2.17,4.99,60,paid,fulfilled,2024-11-28T10:01:56,2024-11-28T10:01:56,2024-11-28T10:07:56,,,True,False,False,web,https://www.tiktok.com/,/products/cbd-oil-10,United Kingdom,GB,Cambridge,en,GBP,12100,2024-11-28T10:01:56
511101,#VIT11101,109132,customer_6a1d0d0697@gmail.com,GBP,True,146.96,146.96,0.0,146.96,24.49,0,530,paid,fulfilled,2024-11-28T06:21:38,2024-11-28T06:21:38,2024-11-28T06:49:38,,,True,False,False,web,https://www.google.com/,/products/sleep-support,United Kingdom,GB,Sheffield,en,GBP,12101,2024-11-28T06:21:38
511102,#VIT11102,109133,customer_b67fd75968@outlook.com,GBP,True,249.97,249.97,0.0,249.97,41.66,0,380,paid,fulfilled,2024-11-28T07:41:21,2024-11-28T07:41:21,2024-11-28T07:51:21,,,True,False,False,web,https://www.facebook.com/,/products/sleep-support,United Kingdom,GB,Brighton,en,GBP,12102,2024-11-28T07:41:21
511103,#VIT11103,109134,customer_7221a57701@outlook.com,GBP,True,37.99,37.99,0.0,37.99,6.33,0,110,paid,fulfilled,2024-11-28T19:31:33,2024-11-28T19:31:33,2024-11-28T19:59:33,,,True,False,False,web,https://www.tiktok.com/,/products/collagen,United Kingdom,GB,Newcastle,en,GBP,12103,2024-11-28T19:31:33
511104,#VIT11104,109135,customer_0432a37cef@gmail.com,GBP,True,82.49,82.49,27.5,109.99,13.75,0,120,paid,fulfilled,2024-11-28T09:34:12,2024-11-28T09:34:12,2024-11-28T09:36:12,,,True,False,False,web,https://www.google.com/,/products/cbd-oil-10,United Kingdom,GB,Brighton,en,GBP,12104,2024-11-28T09:34:12
511105,#VIT11105,109136,customer_9e3d5f487f@protonmail.com,GBP,True,28.98,24.99,0.0,24.99,4.16,3.99,150,paid,fulfilled,2024-11-28T07:44:40,2024-11-28T07:44:40,2024-11-28T08:06:40,,,True,False,True,web,,/products/cbd-oil-10,United Kingdom,GB,Brighton,en,GBP,12105,2024-11-28T07:44:40
511106,#VIT11106,109137,customer_9b034c94d2@gmail.com,GBP,True,31.98,26.99,0.0,26.99,4.5,4.99,280,paid,fulfilled,2024-11-28T14:50:40,2024-11-28T14:50:40,2024-11-28T15:10:40,,,True,False,True,web,,/products/cbd-oil-20,United Kingdom,GB,Bristol,en,GBP,12106,2024-11-28T14:50:40
511107,#VIT11107,109138,customer_f79e5312b8@yahoo.co.uk,GBP,True,22.99,22.99,0.0,22.99,3.83,0,60,paid,fulfilled,2024-11-28T20:39:37,2024-11-28T20:39:37,2024-11-28T21:05:37,,,True,False,False,web,https://www.facebook.com/,/products/sleep-support,United Kingdom,GB,Newcastle,en,GBP,12107,2024-11-28T20:39:37
511108,#VIT11108,109139,customer_ee8327f8d3@mail.com,GBP,True,106.96,102.97,0.0,102.97,17.16,3.99,370,paid,fulfilled,2024-11-28T20:52:04,2024-11-28T20:52:04,2024-11-28T21:06:04,,,True,False,True,web,https://www.facebook.com/,/products/collagen,United Kingdom,GB,Leeds,en,GBP,12108,2024-11-28T20:52:04
